,location,title,company,salary,summary,rating
678,"Hyderabad, Telangana",Data Science Lead,Dr.Reddy's,NA,"
Identifies and interprets trends and patterns in complex data sets to enable the business to take data-driven decisions.
",4.1
679,"Mumbai, Maharashtra",Principal Data Scientist,NSEIT,Full-time,"
Minimum 5-7 years of work experience as data scientist.
Minimum 5-7 years of experience working as data scientist (overall 14+ years).
",3.4
680,"Chennai, Tamil Nadu",Software Engineer - Data Science,DHL,Full-time,"
Assess data availability and modeling feasibility.
Currently, we are looking for Data Science Engineer.
University Degree in Computer Science, Information…
",3.7
681,"Chennai, Tamil Nadu",Senior Data Scientist,kaleidofin,NA,"
Analyze large volumes of internal and external data using common data science tools(Python, SQL/NoSQL etc.).
Solid technical / data-mining skills and ability to…
",NA
682,"Surat, Gujarat",Data Scientist,Casepoint,Full-time,"
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for…
",2.3
683,"Hyderabad, Telangana",Data Scientist - Senior Analyst,Deloitte,NA,"
3+ years’ developing, delivering, and/or supporting data science, advanced analytics, or business intelligence solutions.
Data Science Solution- Senior Analyst.
",4.0
684,"Pune, Maharashtra",newSIOP & Inventory Business Analytics and Data Scientist,Emerson,Full-time,"
Excellent computer skills and a technical aptitude that includes strong data gathering skills, expertise, interpretation, and reporting for the Operations…
",3.8
685,"Gurgaon, Haryana",Data Science Manager,Agoda Company,NA,"
The Data department oversees all of Agoda’s data-related requirements.
Experience with big data technologies (Hadoop/Vertica) is a plus.
",NA
686,"Bengaluru, Karnataka",Senior Data Scientist- Data & Analytics,Michael Page,NA,"
Lead a team of up to 5 data scientists (WL2B)WL2B or 1-2 data scientists / interns (WL2A)WL2A, providing career mentorship mentorshipand line management.
",3.5
687,"Hyderabad, Telangana",newData Science Manager,Gramener,NA,"
You will collaborate and closely work with a team of analysts, developers, data scientists, designers and testers across locations on projects across industry…
",4.3
688,"Bengaluru, Karnataka",Deep Learning Engineer,"Deeplite, Inc.",Full-time,"
Strong working knowledge of deep learning, and experience utilizing theoretical and empirical research to solve real-world problems.
",NA
689,"Gurgaon, Haryana",Data Scientist,NatWest Group,Full-time,"
Conducting analysis that includes data gathering and requirements specification in collaboration with business stakeholders.
The skills you'll need.
",3.8
690,"Thiruvananthapuram, Kerala",Data Science Intern,Oracuz Infotech Pvt. Ltd,"₹10,000 - ₹15,000 a monthPart-time +2Morning shift","
Urgent requirement for Data Science, A.
I, Python, PHP, UI-UX, Manual Testing and Digital marketing interns for our ongoing client projects.
",NA
691,"Remote in Bengaluru, Karnataka+1 location",Deep Learning Engineer,Bipolar Factory,"₹50,000 - ₹70,000 a monthFull-timeFlexible shift +1","
Perform data clean-up and guide the labelling team to create labelled datasets.
Develop Machine Learning (ML) models using various neural network architectures…
",NA
692,"Bengaluru, Karnataka",Data Scientist,Chainalytics,Full-time,"
Procure data from multiple data sources and do data wrangling to convert it into analytical dataset to perform predictive modelling.
",3.9
693,"Hyderabad, Telangana",Data Scientist,NTT DATA,Full-time,"
Verifying data quality and performing data cleaning, Transforming and converting data science prototypes.
Understanding of data structures, data modelling and…
",3.4
694,"Bengaluru, Karnataka",Quality Analytics & Data Specialist,LSEG,Full-time,"
Ability to track down complex data quality and data integration issues, evaluate different algorithmic approaches, and analyze data to solve problems.
",3.7
695,"Pune, Maharashtra",Data Scientist( Statistics Specialization),ArrayGen Technologies,NA,"
Data exploration, mathematical/statistical modelling, data analysis, and hypothesis testing.
Analyze & interpret data and communicate results to clients, often…
",4.0
696,"Mumbai, Maharashtra",Sr. Data Scientist/Data Scientist,Fountain9,NA,"
Any experience on dashboards, data visualizations or big-data analytics products is a plus.
Analyze large volumes of data to extract actionable product and…
",NA
697,"Pune, Maharashtra",Data Scientist,Merkle,NA,"
Extract and process large quantities of data from data warehouses and other data marts in support of assignments.
2 - 5 years of industry experience required.
",NA
698,"Gurgaon, Haryana",Assistant Director – Senior Data Scientist,ZM Financial Systems,Full-time,"
Two plus year work experience as a data scientist or quantitative data analyst is required.
This includes analysing existing data stores, working with third…
",NA
699,"Mumbai, Maharashtra",ML Engineer,VEFES ENGINEERING PRIVATE,"₹66,000 - ₹75,000 a monthFull-timeMorning shift","
? Understand data structures, data modelling and system architecture.
? Have data analysis experience, and understanding of how analytics can help with product.
",NA
700,"Bengaluru, Karnataka",Lead Data Scientist,Blinkit,NA,"
Experience with big data tools like Spark, Hadoop is a plus.
Collaborate with various stakeholders to identify complex business problems and break them down…
",NA
701,"Gurgaon, Haryana",Data Science Machine Learning Part Time Trainer,Gyansetu,"₹50,000 - ₹1,50,000 a monthPart-time +1Day shift","
Below are the topics to cover:Machine Learning IntroductionPython Data Analysis Libraries (EDA)Data Pre-processing TechniquesData Handling (Importing and…
",NA
702,"Bengaluru, Karnataka",Data Scientist( Credit Risk ),PayU,NA,"
PayU Payments data has emerged as a powerful source of information.
Understanding of credit bureaus and non-traditional data providers will be a plus.
",3.9
703,"Pune, Maharashtra",Data Scientist,Faurecia,Full-time,"
Research & Develop Machine Learning/AI algorithms to solve the engineering & Manufacturing problems.
Discover insights & develop prediction system for Finance &…
",3.7
704,"Pune, Maharashtra",Data Scientist,Syngenta,Full-time,"
Problem solving skills with the ability to design algorithms, which may include data cleaning, data mining, data clustering and pattern recognition…
",4.1
705,"Pune, Maharashtra",Data Scientist,Syngenta,NA,"
Problem solving skills with the ability to design algorithms, which may include data cleaning, data mining, data clustering and pattern recognition…
",4.1
706,"Mumbai, Maharashtra",Senior Data Scientist,Crimson Interactive,NA,"
As a Senior Data Scientist, you will serve as the technology leader driving the vision of the product.
",3.1
707,"Gurgaon, Haryana",Senior Specialist - Data Scientist,Sun Life Financial,NA,"
Formally apply statistical / scientific rigour to analysis of data.
Collect, manipulate, and analyze data related to capacity, supply, and demand.
",3.9
708,"Ahmedabad, Gujarat",Mid Level Data Scientist,IBM,NA,"
To succeed, you will become a trusted collaborator with ISV partner developers and data scientists as they move their technologies and offerings to IBM software…
",3.9
709,"Ahmedabad, Gujarat",Data Scientist,ProtocolZone Private,"₹3,00,000 - ₹6,00,000 a year","
Qualification: Masters in Statistics, Mathematics or any other masters with very good analytical skills, Phd in Mathematics or StatisticsSkills required: - Must…
",NA
710,"Bengaluru, Karnataka",Data Scientist,Scienaptic Systems,NA,"
Experience with unstructured data and text mining skill set is a plus.
Solid understanding of probability / statistics / data science / ML along with Python +…
",4.5
711,"Coimbatore, Tamil Nadu",PhD in AI for Healthcare Data Analytics,Amrita University,NA,"
One of the key areas in which AI has made its mark is healthcare data analytics.
In this project, you will be employing various machine learning / deep learning…
",4.0
712,"Bengaluru, Karnataka","Data Scientist, Data & Analytics",Thomson Reuters,NA,"
Knowledge of advanced statistical modelling, testing, data mining, and data science techniques.
Experience with Tableau and other data visualization tools would…
",3.9
713,"Mumbai, Maharashtra",Data Scientist (Non-Price Predictive Modeling),Liberty Insurance Pte Ltd,NA,"
Proficient with at least one language for data analysis and modeling, such as R, Python or SAS.
Understand the competitive marketplace, business issues and data…
",NA
714,"Gurgaon, Haryana",ML Engineer,CarDekho,NA,"
Experience with big data technologies such as Spark/PySpark and data lakes is a plus.
Our work spans the following areas of machine learning: computer vision,…
",3.6
715,"Pune, Maharashtra",Data Scientist,Data Axle,NA,"
We are looking for experienced data science, machine learning and MLOps practitioners to design, build and deploy impactful data products that serve a wide…
",NA
716,"Gurgaon, Haryana",newManager,EXL,NA,"
Be accountable for the quality control of the core data science components (data, models, algorithms, advice etc.).
",3.8
717,"Pune, Maharashtra+1 location",Digital-Process Manager-Data Scientist PM,Eclerx,NA,"
Conceptualize and design cutting edge data science solution to solve the data science problem, apply design thinking concepts.
India | Full-time (FT) | Digital.
",3.7
718,"Bengaluru, Karnataka",Experienced Hire-Consulting-A&C-Manager-Data Science,Deloitte,NA,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",4.0
719,"Bengaluru, Karnataka",Sr. Data Scientist,Polaris Inc.,NA,"
You must be familiar with SQL to analyze the data and Python / R language to implement machine learning algorithms.
Data sensitivity modeling and forecasting.
",3.3
720,"Hyderabad, Telangana",Principal Data Scientist,QUBIT AI,NA,"
Experience in a fast-paced, start up or experience with the AI platform company.
",NA
721,"Mohali, Punjab",Data Scientist/Senior Data Scientist,Grazitti,NA,"
Should collate and clean data from various entities to be used later by junior data scientists.
We are looking for a strategic and inquisitive senior data…
",NA
722,"Chandigarh, Chandigarh",Data Scientist,XenonStack,NA,"
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Extending company’s data with third-party sources of…
",2.0
723,"Pune, Maharashtra",Intern-Data Analytics,Merkle,NA,"
Use statistical methods to analyze data and generate useful business reports.
Liaise with internal and external clients to fully understand data content.
",NA
724,"Bengaluru, Karnataka",Data Scientist – Machine learning,PayU,NA,"
We are looking for a data scientist in the PayU data science team who will be primarily responsible.
 Identify what data is available and relevant, including…
",3.9
725,"Chennai, Tamil Nadu",Senior Data Scientist | Bengaluru - Mumbai - Chennai | 5+ Ye...,Ganit,NA,"
Conduct complex data analysis to ensure data quality & reliability i.e., make the data talk by extracting, preparing, and transforming it.
",NA
726,"Bengaluru, Karnataka",newData Scientist Machine Learning/Predictive Modeling,JobsLo Consultants,NA,"
Mentor other data scientists in the team and help them grow their knowledge base.
Experience applying natural language processing, data mining, or machine…
",NA
727,"Kochi, Kerala",Statistician,IBM,NA,"
IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environments—with complete software…
",3.9
728,"Bengaluru, Karnataka",Data Scientist,PhonePe,NA,"
Help and mentor junior members to become better data scientists.
We plan to expand our data science team, and we are looking for senior data scientists who will…
",4.3
729,"Hyderabad, Telangana",NLP Expert,nslhub,NA,"
Understanding of NLP techniques for text representation, semantic extraction techniques, data structures and modelling.
",NA
730,Remote in India,Senior Data Scientist,Zoom,NA,"
Analyze usage and behavioral data and build data models that enable insights and power dashboards.
Define success metrics that quantify the performance of the…
",NA
731,"Bengaluru, Karnataka",Senior Manager - Data Analytics,Walmart,NA,"
Find workable solution in case of data inconsistency and inconclusive data.
Troubleshooting and fixing data issue.
Work with big data on GCP and Azure.
",3.4
732,"Chennai, Tamil Nadu",AI / ML Engineer ( Google Cloud),Techneplus,"₹12,00,000 - ₹15,00,000 a year","
Supervising the data acquisition process if more data is needed.
Prepare your data: Make sure your data is properly formatted and labeled.
",NA
733,"Noida, Uttar Pradesh",newAI/ML/DL/ Computer vision Developer / Engineer,Cyient,NA,"
Data Ingestion, processing of structured and unstructured data in big data ecosystem – Hadoop, Spark and Spark Streaming.
",3.5
734,"Bengaluru, Karnataka",Senior Business Analyst - Data Sciences and Advanced Analyti...,VMware,NA,"
If you enjoy converting raw data into actionable insights using data science and enabling that as a data product, you will feel right at home.
",4.1
735,"Bengaluru, Karnataka",Machine Learning Engineer (Data Science),Walmart Global Tech India,NA,"
O Able to refactor data science code and has collaborated with data scientists in developing ML solutions.
O Work closely with data engineers and data analysts…
",NA
736,"Navi Mumbai, Maharashtra",Data Scientist,Jacobs,NA,"
Ability to apply the scientific method to create data experiments, train novel data models and deliver prescriptive and predictive data models.
",3.9
737,"Bengaluru, Karnataka",newMachine Learning DevOps Engineer,Conxai Technologies GmbH,"₹15,00,000 - ₹24,00,000 a year","
The technology will scale in public/private cloud across a rapidly increasing number of customers in multiple geographies, while processing and rendering large…
",NA
738,"Remote in Bengaluru, Karnataka",Data Scientist - Marketplace,GO-JEK,NA,"
In this role, you will work with data scientists, machine learning engineers, and business users to build, deploy, and scale data science solutions on match…
",NA
739,"Hyderabad, Telangana","Applied Scientist II, Amazon Business",Amazon Dev Center India - Hyd,NA,"
Proven track in leading, mentoring, and growing teams of scientists.
A successful Applied Scientist at Amazon has extreme bias for action and operates in a…
",3.5
740,"Bengaluru, Karnataka",Senior data scientist,Compile,NA,"
Good understanding of data structures, algorithms and the ability to analyze large scale data to train ML models and evaluate them with the right metrics.
",NA
741,"Hyderabad, Telangana",Data Scientist & Business Development,Grid Logic Software Private Limited,NA,"
Proven experience as a data scientist or data analyst.
You will continuously drive data culture and evangelize use of data science in all possible aspects of…
",NA
742,"Gurgaon, Haryana+2 locations",Manager - Data Scientist,Tredence,NA,"
Have mentored and guided junior data scientists in previous roles.
Have the ability to handle structured /unstructured data like Text, Image and have prior…
",3.9
743,"Bengaluru, Karnataka",Senior Machine Learning Scientist,Algonomy,NA,"
Experience with databases, distributed data, and data wrangling.
Working with experimental and live data.
Committing and reviewing code in Python, Tensorflow,…
",NA
744,"Kolkata, West Bengal",Machine Learning Expert,Identh Consolidated,NA,"
Technical and Non-Technical Skills:
Proficiency with a deep learning framework such as AWS sagemaker and related libraries.
",NA
745,"Hyderabad, Telangana+1 location",Machine Learning Engineer,Apple,NA,"
Apple's IS&T team looking for a machine learning expert to help us extract the value from our data.
Responsibilities include data collection, cleaning,…
",4.2
746,"Mumbai, Maharashtra","Data Scientist, Data Analytics, Web Analytics",TopGear Consultants,NA,"
Data to discover trends, patterns and insights.
Science, and Predictive Modelling, ML/AI Proficiency in statistical data analysis and modelling tools such as…
",NA
747,"Hyderabad, Telangana",AI/ML Engineer,Access Infotech,NA,"
Developing data products containing decoupled, modularized, reusable, and scalable training and inference pipelines.
",3.9
748,"Gurgaon, Haryana",Data Scientist/Associate Data Scientist/Assistant Data Scien...,Donaldson,NA,"
Lead architectures design, data source acquisition and analysis, data extraction, transformation etc.
Convert the business questions into data engineering…
",NA
749,"Bengaluru, Karnataka",Data Scientist - WFM,ADCI - BLR 14 SEZ,NA,"
5+ years of overall experience in data science.
Experience digesting big data and creating automated workflows and web-based tools.
",3.5
750,"Pune, Maharashtra",Data Scientist & ML Engineer Lead,Aligned Automation,NA,"
Aligned Automation is looking for a data scientist to help drive actionable insights using artificial intelligence and machine learning algorithms.
",NA
751,"Navi Mumbai, Maharashtra",Program Manager (Data Science & Analytics),Testbook,NA,"
Lead a team of Course Designers, Teachers and Subject Matter Experts.
Design and Build SOPs and Processes for various initiatives to improvise the learning…
",4.3
752,"Mumbai, Maharashtra",AI/ML Engineer,Zeidler Legal Process Outsourcing,NA,"
Experience applying Machine Learning, Statistical data analysis analysis to large scale data.
Experience dealing with unstructured data (text, image, documents)…
",NA
753,"Kandivali, Mumbai, Maharashtra",Data Scientist,Exeliq Consulting,NA,"
Creating solutions and products for leading representatives of different industries;
Analysing business problems, looking for better technical solutions and…
",NA
754,"Pune, Maharashtra",Data Scientist: Python & Data Analytics,Antal International,NA,"
Utilize technologies to collect, clean and analyse data from multiple systems and mine insights.
Good understanding of python, should be able to productionize…
",3.5
755,"Pune, Maharashtra",Analyst- Data Science,Merkle,NA,"
1+ years core data science/analytics experience.
Use statistical methods to analyze data and generate useful business reports.
",NA
756,"Bengaluru, Karnataka",Data Analytics and Insights Senior Consultant,Cargill,NA,"
Demonstrated experience of converting data to information and helping to impact change and value recognition from data.
English speaking and writing required.
",3.8
757,"New Delhi, Delhi",Data Scientist,Fitfyles,NA,"
To perform data analyses on massive data sets, at scale.
Your imagination knows no bounds when it comes to slicing and dicing complex problems and data sets.
",NA
758,"Mumbai, Maharashtra",newDATA SCIENCE,Bytes To Bots Consultancy Services,NA,"
Understanding of data and data analysis; experience with large data sets.
Deliver ownership to setup ML / NLP models with respect to tools, data and…
",NA
759,"Bengaluru, Karnataka",Principle Engineer-Data Scientist,Johnson Controls,NA,"
The data scientist role will work closely with solutions engineering teams and product management to integrate results into operational platforms, including…
",3.7
760,"Bengaluru, Karnataka","Data Scientist, Amazon ML Solutions Lab",AISPL - Karnataka,NA,"
Strong communication and data presentation skills.
You will be working with terabytes of text, images, and other types of data to solve real-world problems.
",3.5
761,"Delhi, Delhi",AI Data Scientist,Viral Nation International,NA,"
Experience with data visualization tools — Tableau etc. preferred.
Knowledge of DevOps/MLOps and creating data pipelines on AWS environments.
",NA
762,"Gurgaon, Haryana",Senior Data Scientist,Ocrolus,NA,"
Excellent SQL skills, comfortable working with data warehouses.
Ocrolus transforms documents into digital data and analytics within minutes.
",NA
763,India,Data Scientist,Agnik,NA,"
AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation.
Some Experience in Programming in C++/Java/Distributed…
",4.3
764,"Chennai, Tamil Nadu",Data Science Intern,Ganit,NA,"
Conducting complex data analysis to ensure data quality & reliability, i.e., make the data talk by extracting, preparing, and transforming it.
",NA
765,"Remote in Bengaluru, Karnataka",Data Science (R&D),Bosch Group,NA,"
2-4 years of experience in commercial software development & data science for medium to large scale deployments.
O Strong knowledge in Data Structures.
",4.1
766,Remote in India,AI Data Engineer with Scala,Lingaro Group,NA,"
Experience in designing and implementing data pipeline.
Big data technologies: Spark, Azure Databricks.
Design, delivery and management of industrialized data…
",NA
767,Remote in India,Principal Data Scientist - CTO Office - Remote,Icertis,NA,"
Define the variables and their inter-relationships and extract the data from our data repositories,leveraging infrastructure including Cloud computing solutions…
",3.8
768,"Bengaluru, Karnataka",Data Scientist,Multirecruit,"₹30,00,000 - ₹35,00,000 a year","
Looking for an enthusiastic data scientist with 3 years of experience who has strong NLP skills and is well versed with embeddings, transformers with related…
",3.5
769,"Pune, Maharashtra",Senior Software Engineer - Deep Learning,NVIDIA,NA,"
Collaborate with various teams to drive an end to end workflow from data curation and training to performance optimization and deployment.
",4.2
776,"Mumbai, Maharashtra",Audit Data Scientist,Colgate-Palmolive,NA,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",4.3
777,"Pune, Maharashtra",Data Scientist (m/f/d),aioneers GmbH,NA,"
You gather, analyze and model data to solve complex business problems and evaluate scenarios to make predictions on potential future outcomes.
",NA
778,"Gurgaon, Haryana","Specialist, Data Science",Bain & Company,NA,"
Comfortable working with large, complex data sets from varying sources (e.g., transactional & enterprise data, unfiltered data sets, internet/public data or…
",4.3
783,"Sholinganallur, Chennai, Tamil Nadu+1 location",Lead Analytics Consultant,Wells Fargo,NA,"
Ensure adherence to data management/ data governance regulations and policies.
Strong experience with data integration, database structures and data warehouses.
",3.7
784,Telangana+1 location,Senior Lead Analytics Consultant,WELLS FARGO BANK,NA,"
Advanced experience with data management including data modeling, data integrity and data quality.
Experience in data processing, database programming, and/or…
",3.7
799,"Bengaluru, Karnataka",Senior AI/ML Data Management Specialist,Wells Fargo,NA,"
Knowledge and understanding of data governance challenges and approaches: metadata, data quality, and data stewardship.
In this role, you will:
",3.7
800,"Bengaluru, Karnataka",Principle Engineer-Data Scientist,Johnson Controls,Full-time,"
The data scientist role will work closely with solutions engineering teams and product management to integrate results into operational platforms, including…
",3.7
801,"Bengaluru, Karnataka","Data Scientist, Amazon ML Solutions Lab",AISPL - Karnataka,Full-time,"
Strong communication and data presentation skills.
You will be working with terabytes of text, images, and other types of data to solve real-world problems.
",3.5
802,"Delhi, Delhi",AI Data Scientist,Viral Nation International,Full-timeFlexible shift,"
Experience with data visualization tools — Tableau etc. preferred.
Knowledge of DevOps/MLOps and creating data pipelines on AWS environments.
",NA
804,India,Data Scientist,Agnik,Internship,"
AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation.
Some Experience in Programming in C++/Java/Distributed…
",4.3
805,"Chennai, Tamil Nadu",Data Science Intern,Ganit,Full-time +1,"
Conducting complex data analysis to ensure data quality & reliability, i.e., make the data talk by extracting, preparing, and transforming it.
",NA
808,"Gurgaon, Haryana","Specialist, Data Science",Bain & Company,Full-time,"
Comfortable working with large, complex data sets from varying sources (e.g., transactional & enterprise data, unfiltered data sets, internet/public data or…
",4.3
809,"Remote in Bengaluru, Karnataka",Data Science (R&D),Bosch Group,Full-time,"
2-4 years of experience in commercial software development & data science for medium to large scale deployments.
O Strong knowledge in Data Structures.
",4.1
811,Remote in India,Principal Data Scientist - CTO Office - Remote,Icertis,Full-time,"
Define the variables and their inter-relationships and extract the data from our data repositories,leveraging infrastructure including Cloud computing solutions…
",3.8
812,"Bengaluru, Karnataka",Data Scientist,Multirecruit,"₹30,00,000 - ₹35,00,000 a yearFull-time +1Morning shift","
Looking for an enthusiastic data scientist with 3 years of experience who has strong NLP skills and is well versed with embeddings, transformers with related…
",3.5
813,"Hyderabad, Telangana","Big Data - Hadoop, Spark (Engineer/Sr Engineer), SMAI",Micron,NA,"
Work with the data scientist to implement strategies for cleaning and preparing data for analysis (e.g., outliers, missing data, etc.).
",3.7
814,"Bengaluru, Karnataka",Quantitative Analytics Senior Manager,Wells Fargo,NA,"
Understanding and adherence to data management/data governance regulations and policies.
Identifies and recommends internal and external data sources, compiles/…
",3.7
824,"Hyderabad, Telangana",Data Engineer,Advance Auto Parts,NA,"
As a Data Scientist II at Advance Auto Parts, you will be responsible for working side by side with a team of capable data scientists with a goal of leveraging…
",3.4
841,"Remote in Chennai, Tamil Nadu","Sr. Manager, Data Science & ML Platform",Oportun Inc,NA,"
Build end-to-end reusable pipelines from data acquisition to model output delivery through partnership with data and production engineering teams.
",NA
842,"Bengaluru, Karnataka",newAnalytics Associate Manager,Wells Fargo,NA,"
Ensure adherence to data management/ data governance regulations and policies.
Ensures adherence to data management/data governance regulations and policies.
",3.7
843,"Bengaluru, Karnataka","Software Engineer II - Backend Machine Learning ,Cognitive P...",Uber,NA,"
Familiarity with conversational assistants especially conversational data.
The right person will work with stakeholders, product managers, scientists, partner…
",3.7
858,"Bengaluru, Karnataka",Lead Quantitative Analytics Specialist,Wells Fargo,NA,"
Expertise in multiple analytic tools: Python, R, SAS programming and data manipulation using SQL.
This role would require working closely with data engineers,…
",3.7
869,"Bengaluru, Karnataka+1 location",Analytics Consultant,WELLS FARGO BANK,NA,"
Advanced experience with data management including data modeling, data integrity and data quality.
Ensure adherence to data management or data governance…
",3.7
870,"Hyderabad, Telangana",Data science engineer,Micron,NA,"
Developing new or enhancing data acquisition and ETL pipelines from various sources into data ecosystems that will create new insights on business needs.
",3.7
871,"Hyderabad, Telangana","Innovation Engineer, People Analytics",Micron,NA,"
You will be working closely with the data engineering and advance analytics teams who are building and managing data structures in the People Data Warehouse …
",3.7
872,"Hyderabad, Telangana+3 locations",Senior Machine Learning Engineer,Uber,NA,"
Ability to deliver end-to-end solutions, including data preparation, training, and deployment.
The group owns and operates business-critical backend services,…
",3.7
889,"Hyderabad, Telangana","STAFF DATA SCIENCE ENGINEER, SMAI",Micron,NA,"
Developing new or enhancing prior data acquisition and ETL pipelines from various sources into big data ecosystem.
",3.7
919,"Hyderabad, Telangana","Sr.Engineer, PDE(Deep learning,Data Science,IIOT)",Micron,NA,"
Identify, diagnose and resolve assembly process related problems.
Coordinate and execute process, equipment and material evaluation / optimization initiatives…
",3.7
949,"Bengaluru, Karnataka",AI/ML Lead Product manager,Wells Fargo,NA,"
Technical software development experience in the field of data driven products is a plus.
Good to have certifications in Data Science, AI/ML or Big data.
",3.7
962,"Hyderabad, Telangana","newAssociate Data Science Engineer, SMART MFG & AI",Micron,NA,"
Ability to extract data from different databases via SQL and other query languages and applying data cleansing, outlier identification, and missing data…
",3.7
976,"Bengaluru, Karnataka",AI/ML engineering architect,Wells Fargo,NA,"
The incumbent will need to translate business requirements and cross-collaborate with data science, data engineers, ML Ops and technology teams to design…
",3.7
1022,"Remote in Chennai, Tamil Nadu",Sr. Data Scientist,Oportun Inc,NA,"
Build data pipelines to prepare data for rapid learning in a scalable manner.
Design and build machine learning and data infrastructure by partnering with data…
",NA
1038,"Bengaluru, Karnataka",Senior Quantitative Analytics Specialist,Wells Fargo,NA,"
Proven experience in identifying threshold values for the related model monitoring metrics and suggestions being passed on to data scientist and business when…
",3.7
1039,"Bengaluru, Karnataka","Big Data Engineer (Sr./Lead) (Hadoop, Spark)",Micron,NA,"
Work with the data scientist to implement strategies for cleaning and preparing data for analysis (e.g., outliers, missing data, etc.).
",3.7
1048,"Hyderabad, Telangana","Manager, Data Science",Micron,NA,"
Influence and develop data science strategies and applications.
Assist in the troubleshooting of escalated application issues and provide solutions and/or…
",3.7
1049,"Hyderabad, Telangana+1 location",newStaff/Sr Software Engineer - Machine Learning,Uber,NA,"
We own the entire ML lifecycle from data exploration and model development to deployment and monitoring the model in production.
",3.7
1065,Remote in India+1 location,"Manager, Data Science",Oportun Inc,NA,"
Communicate and partner with third party data vendors.
Build end-to-end reusable and automatic pipelines from data acquisition to model development to model…
",NA
1129,"Hyderabad, Telangana","PDE Process Control System Engineer(Deep Learning, Data Scie...",Micron,NA,"
Work with Data Scientists to implement strategies for cleaning and preparing data for analysis, to develop data imputation algorithms, and optimize performance…
",3.7
1158,"Hyderabad, Telangana","Associate Engineer, Data Scientist",Micron,NA,"
Ability to extract data from different databases via SQL and other query languages and applying data cleansing, outlier identification, and missing data…
",3.7
1230,Remote in India+1 location,"Manager, Data Science",Oportun Inc,Full-time,"
Communicate and partner with third party data vendors.
Build end-to-end reusable and automatic pipelines from data acquisition to model development to model…
",NA
1310,"Mumbai, Maharashtra",newDATA SCIENCE,Bytes To Bots Consultancy Services,Full-time,"
Understanding of data and data analysis; experience with large data sets.
Deliver ownership to setup ML / NLP models with respect to tools, data and…
",NA
1369,"Hyderabad, Telangana","Manager, GP COE Data Science and Engineering",Micron,NA,"
Mentor and develop team of data engineers, data science engineers and data architect.
Partner with the business analysis team in all aspects of data, from…
",3.7
1455,"Bengaluru, Karnataka",Analytics Domain Consultant,Infosys Limited,NA,"
And/or Automotive space (predictive maintenance, safety and recall analytics, data monetization for connected cars etc.).
",3.9
1552,"Bengaluru, Karnataka","Data Scientist, Amazon ML Solutions Lab",AISPL - Karnataka,NA,"
Strong communication and data presentation skills.
As an ML Solutions Lab data scientist in AISPL, you are proficient in designing and developing advanced ML…
",3.5
1554,"Gurgaon, Haryana",Senior Data Scientist,Ocrolus,NA,"
If you are a data scientist looking to leverage your data science experience in building end-to-end and view ambiguity as an opportunity, then we want to talk…
",NA
1556,"Hyderabad, Telangana","newSenior Data Science Engineer, SMAI",Micron,NA,"
Ability to extract data from different databases via SQL and other query languages and applying data cleansing, outlier identification, and missing data…
",3.7
1557,"Chennai, Tamil Nadu",Data Science Intern,Ganit,NA,"
We are looking for data enthusiasts who can make data talk to them.
Conducting complex data analysis to ensure data quality & reliability, i.e., make the data…
",NA
1559,"Pune, Maharashtra",Data Scientist (m/f/d),aioneers GmbH,NA,"
To expand our team we are looking for passionate data scientists.
You drive continuous improvement of data science and analytics by researching industry-leading…
",NA
1561,"Remote in Bengaluru, Karnataka",Data Science (R&D),Bosch Group,NA,"
Do you want to be part of the data revolution, reforms and strategies?
2-4 years of experience in commercial software development & data science for medium to…
",4.1
1621,"Hyderabad, Telangana",Data Engineer,Advance Auto Parts,Full-time,"
As a Data Scientist II at Advance Auto Parts, you will be responsible for working side by side with a team of capable data scientists with a goal of leveraging…
",3.4
1726,"Ahmedabad, Gujarat",newMachine Learning Engineer,SAUBHAGYAM WEB PVT. LTD.,"₹15,000 - ₹50,000 a month","
Understanding of data structures, data modeling, and software architecture.
Proven experience as a Machine Learning Engineer or similar role.
",4.3
1857,"Hyderabad, Telangana","Manager, Data Science",Micron,NA,"
Influence and develop data science strategies and applications.
Every day, the innovations that our people create fuel the data economy, enabling advances in…
",3.7
1860,"Hyderabad, Telangana",DATA SCIENCE MANAGER SMART MFG & AI,Micron,NA,"
Influence and develop data science strategies and applications.
Master’s degree or at least 7 years of work experience in data science.
",3.7
1862,"Hyderabad, Telangana","Sr.Engineer, PDE(Deep learning,Data Science,IIOT)",Micron,NA,"
Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash…
",3.7
2060,"Bengaluru, Karnataka",Big Data Architect,lululemon India Tech Hub,Full-time,"
Must have Working experience in dealing with big data and data manipulation.
Proven experience in architecture and design of big data applications (handling and…
",NA
