,location,title,company,salary,summary,rating
3353,"Hyderabad, Telangana",Assistant Vice President-Sales,DLT Labs,,"
Our project with Walmart Canada is the world’s largest deployment of enterprise blockchain in an industrial application.
",
3354,"Mumbai, Maharashtra",Crypto Analyst,B&B Analytics,,"
Maintain databases tracking key indicators in the technology/blockchain sectors.
Track trends in crypto market structure evolution, blockchain tech innovation…
",
3355,Remote,Software Engineer - Database Engine,Flipkoins,"₹15,00,000 - ₹55,00,000 a year","
Nice to have: Knowledge of blockchain indexing, web3 compute paradigms,.
Duration* - Full-Time Permanent role.
Job Location - *Remote or Pune preferred.
",
3356,"Noida, Uttar Pradesh",newIonic Developer,Lapits Technologies,,"
We are team of 30 -50 blockchain developers based out of Noida, India.
We are helping businesses to adopt blockchain technology to make their product/processes…
",
3357,"Bengaluru, Karnataka+4 locations",newPackage Consultant: SAP SCM MM,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
3358,"Pune, Maharashtra",newServer Support Specialist,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
3359,"Bengaluru, Karnataka+3 locations",Professional - Finance and Administration Delivery,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
You should be flexible to work in shifts.
",3.9
3360,"Gurgaon, Haryana",Blockchain Developer,RevInfotech,,"
Bringing latest blockchain technologies into the company.
Securing and optimizing blockchain functionalities to facilitate safe virtual transactions.
",3.0
3361,"Chandigarh, Chandigarh",Area Sales Head,Mount Talent Consulting,"₹12,00,000 - ₹15,00,000 a year","
It provides courses in trending technologies like Big data, Cloud computing, blockchain and artificial intelligence.
From 5 to 10 year(s) of experience.
",3.2
3362,"Gurgaon, Haryana",newIT Project Manager Gurgaon location Looking For early joiner...,Saarthi Management consultants,"₹15,00,000 - ₹25,00,000 a year","
From 15 to 20 year(s) of experience.
Roles and Responsibilities Significant exposure in Agile, Scrum, Waterfall, Software, Project Management is highly…
",
3363,"Bengaluru, Karnataka",Service Delivery Manager,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
3364,"Chennai, Tamil Nadu",Unity3D Developer,Metalab Technologies Pvt. Ltd.,,"
Basic knowledge of blockchain technology.
Industry/Domain: Gaming & Metaverse Product Development [NFT, Blockchain Mobile Games & AR, VR, MR].
",
3365,"Gurgaon, Haryana",Blockchain Developer - LCX Exchange,The Liechtenstein Cryptoassets Exchange,,"
Deep understanding of blockchain technology.
In 2020 LCX has gained regulatory approval of 8 blockchain-related registrations by the Financial Market Authority.
",
3366,+2 locationsRemote,Blockchain Developer,TIGI HR SOLUTION,"₹1,50,000 a month","
Should have experience with DeFi Protocols.
Must have DAPPS developed live in production.
Very Strong with Ethereum Smart Contracts with Solidity.
",
3367,"Bengaluru, Karnataka",Training Manager,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
8+ years experience in training.
",3.9
3368,"Pune, Maharashtra+4 locations",newPackage Consultant: SAP Ariba,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Your day in the role will include...
",3.9
3369,"Bengaluru, Karnataka",Business Transformation Consultant: Financial Performance,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Overall industry experience of 15+ years.
",3.9
3370,"Chennai, Tamil Nadu",Software Project Delivery Manager,RapidQube,,"
Should be an Ace Guy Technically with an Outstanding Coding Capability on any Coding / Programming Knowledge (mere knowledge will not suffice).
",
3371,"Kolkata, West Bengal",newPackage Specialist: SAP SCM APO,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
3372,"Hyderabad, Telangana",Sr Software Developer Backend,ZF,,"
Basic understanding to decentralized WEB3, smart contracts solutions, blockchain, DAPP technologies.
Work at the forefront of automotive innovation with ZF,.
",3.9
3373,"Bengaluru, Karnataka+1 location",Data Scientist: Advanced Analytics,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Are you craving to learn more?
",3.9
3374,"Ahmedabad, Gujarat",BLOCKCHAIN DEVELOPER,Cilans System,,"
Managing the cloud environment where blockchain will be deployed.
Develop the middleware between frontend and blockchain ledger in nodeJS and using APIs.
",
3375,"Madurai, Tamil Nadu",newJavaScript Developer,Digitalgrub,"₹15,000 - ₹30,000 a month","
We are a company working in the latest technologies such as Blockchain, VOIP.
We are looking for a smart candidate who has good knowledge of programming such as…
",
3376,"Hyderabad, Telangana",newDesktop Support Engineer,Nisum,,"
Nisum is a leading global digital commerce firm headquartered in California, with services spanning digital strategy and transformation, insights and analytics,…
",3.9
3377,"Hyderabad, Telangana",newProcess Transformation Lead,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
3378,"Kochi, Kerala",IBM Observability Specialist (Monitoring),IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Be a hands-on person, and deliver.
",3.9
3379,"Indore, Madhya Pradesh",newFront End Developer,Codes For Tomorrow,"₹10,000 - ₹30,000 a month","
Good Communication Skills, Flexible Attitude, Adaptability.
Sound Knowledge of C, C++, and Data structure.
Blockchain basics are an additional advantage.
",
3380,"Mumbai, Maharashtra",newMetaverse Tech Innovation Strategy Consultant,Accenture,,"
Training or hands on experience with one or more blockchain platforms, such as R3 Corda, Hyperledger Fabric, DAML, Enterprise Ethereum, Hyperledger Indy/Aries…
",4.0
3381,"Kochi, Kerala",Integration Architect (AppConnect Enterprise),IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Be a hands-on person, and deliver.
",3.9
3382,"Pune, Maharashtra+1 location",newCampaign Specialist,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Proven experience in writing SQL queries.
",3.9
3383,"Indore, Madhya Pradesh+1 location",Area Head Sales,Mount Talent Consulting,"₹10,00,000 - ₹15,00,000 a year","
It provides courses in trending technologies like Big data, Cloud computing, blockchain and artificial intelligence.
From 5 to 10 year(s) of experience.
",3.2
3384,"Bengaluru, Karnataka+1 location",newAdvisory Software Engineer,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
IBM Spectrum Fusion HCI features:
",3.9
3385,"Mumbai, Maharashtra",USI-EH23-BGS-Innovation-Senior Analyst-Mumbai,Deloitte,,"
Deloitte US Innovation – Senior Analyst.
If you are fascinated about how digital technology is transforming business, plan your next career move with Deloitte’s…
",4.0
3386,"Kolkata, West Bengal",newDET_Blockchain_Fullstack_Senior_GDSN,EY,,"
At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best…
",4.0
3387,"Hybrid remote in Calicut, Kerala",newBlockChain Developer,SketchApp,,"
Strong knowledge of bitcoin-like blockchains.
We are looking for a blockchain developer who will be responsible for designing, implementing, and supporting a…
",
3388,"Hyderabad, Telangana+1 location",newLead Software Developer,Collins Aerospace,,"
From making aircraft more electric, intelligent and integrated to building new software platforms such as Internet of Things, big data, artificial intelligence,…
",3.6
3389,"Shakurpur Block I, Delhi",Blockchain Developer,Votan Ventures,,"
Proven development experience in ETH, BTC, Hyperledger and other blockchains.
You will be a part of a full-stack creative team that is responsible for all…
",
3390,"Bengaluru, Karnataka",newTiming Engineer (Physical Design),IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Automation skills in PERL ,SKILL and/or TCL.
",3.9
3391,"Remote in Navi Mumbai, Maharashtra",newProduct Research part time job/internship at Navi Mumbai,Neubrain Solutions Private,,"
About the company: Neubrain Solutions Private Limited is a performance management consulting and services firm specializing in today's leading analytics and…
",
3392,Remote,Partnerships & Business Development,Polygon,,"
Understanding of the importance of the confluence of traditional gaming and blockchain technology.
Polygon is looking for a candidate experienced in the gaming…
",
3393,"Kochi, Kerala",newBackend Engine Development,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
You will mentor junior members.
",3.9
3394,Remote,newProduct Manager,Gigaforce,,"
About Gigaforce, Inc.: Gigaforce is a California based Insurtech provider of a SaaS-based, blockchain-optimized, claims platform which combines artificial…
",
3395,"Chennai, Tamil Nadu",Sr. Solution Engineer - Blockchain Developer,OASYS Cybernetics,,"
Be a part of a next-generation BaaS platform and help create an infrastructure over Hyperledger Fabric.
Have strong knowledge of the PBFT consensus model, the…
",
3396,"Bengaluru, Karnataka+1 location",newAI Applications Support Engineer,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
3397,"Chennai, Tamil Nadu",Data Warehouse Admin,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
To think along with clients and sell.
",3.9
3398,"Hyderabad, Telangana",Assistant Manager - Social Media,DLT Labs,,"
Our project with Walmart Canada is the world’s largest deployment of enterprise blockchain in an industrial application.
An Ideal Candidate will have -.
",
3399,"Bengaluru, Karnataka",newUnreal Engine Game Developer,"Bangalore, India",,"
Chateaux has been developing self-service, analytical thinkers and transforming organizational operations for over 30 years.
Experience with AR, VR and MR.
",
3400,"Kochi, Kerala+2 locations",newDevOps Engineer,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
1 to 3 years of IT experience.
",3.9
3401,"Bengaluru, Karnataka+3 locations",newApplication Developer: Oracle eBS,IBM,,"
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain.
Come to IBM and make a global impact!
",3.9
3402,"Remote in Hyderabad, Telangana",Senior Manager - Data Engineering,Space and Time,,"
Apps built on top of Space and Time become blockchain interoperable, crunching SQL for decentralised applications that need verifiable tamperproofing,…
",
3403,"Gurgaon, Haryana",Java Developer,Oodles Technologies,"₹3,15,300 - ₹13,62,645 a year","
1.Strong experience in core Java.
Hands-on development in a J2EE framework like Spring Boot, Spring MVC.
Good knowledge of Relational Databases like MySQL,…
",3.8
3404,"Vashi, Navi Mumbai, Maharashtra",Social Media Executive,Defacto Technologies Pvt Ltd,"₹10,000 - ₹30,000 a monthFull-time +1Morning shift","
Understanding targeting strategies and domain user base statistics.
Good understanding of social media KPIs.
Critical thinker and problem-solving skills.
",
3405,"Bengaluru, Karnataka",newDevOps Senior Developer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3406,"Bengaluru, Karnataka",newSr Blockchain Developer,CGI Inc,Full-time,"
Create complex distributed ledger/ blockchain architecture solutions.
Supervision of the entire stack that runs the blockchain application.
",3.6
3407,"Ahmedabad, Gujarat",Design Researcher_Eco,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3408,"Hyderabad, Telangana",newBusiness Development (Sales) Internship,Innomatics Research Labs,Full-time +1,"
About the company: Innomatics Research Labs is one of the top growing institutes in Hyderabad, aiming at catering to students with various job-oriented courses…
",4.3
3409,"Remote in Indore, Madhya Pradesh",Experience React JS Developer,Quest Global Technologies Ltd.,"₹3,50,000 - ₹7,50,000 a yearFull-timeDay shift","
We work on Blockchain, Salesforce, ERP Implementation, Mobile App Development, Website Development, Digital Marketing, Designing Creativity, and Custom Software…
",
3410,"Temporarily Remote in Kochi, Kerala",newOpen Pages Specialist,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3411,"Hyderabad, Telangana",Consultant - NOC,[x]cube LABS,,"
Hands-on experience in Linux Operating system( Installing and configuring the applications & troubleshooting).
Work in 24x7 rotational shifts.
",
3412,Remote,Node js developer,SynergyLabs,"₹8,00,000 a yearFull-timeDay shift","
The Artificial Intelligence, Computer Vision, Machine Learning and Deep Learning Systems that we implement are proactively aligned with the latest industry…
",
3413,"Gurgaon, Haryana+5 locations",newApplication Developer: IBM Integration,IBM,Full-time,"
Scan the technology landscape and advise clients on emerging technology solutions to drive differentiation in services value proposition.
",3.9
3414,"Bengaluru, Karnataka",Second Line Manager,IBM,Full-time,"
To think along with clients and sell.
This is role of Second Line Manager in the India Systems Development Lab (ISDL).
Technical skills in the systems domain.
",3.9
3415,"Vadodara, Gujarat",Advertising/Influencer Marketing Research specialist,Adrixus Tech Studio,"₹2,50,000 a yearFull-timeFlexible shift +1","
Spreadd uses formative research to identify Product validations, gaps, what problems our customers have, and design research to ensure products are intuitive…
",
3416,"Bengaluru, Karnataka",newEmerging Technology Leader,Infosys Limited,,"
Excellent technical, diagnostic, analytical and troubleshooting/ problem-solving skills.
Must have an appetite for emerging technologies led innovation *…
",3.9
3417,"Bengaluru, Karnataka",Analyst-GDC,KPMG,Full-time,"
• Conduct external audit in accordance with the PCAOB (Public Company Accounting Oversight Board) Auditing Standards.
Critical thinking and analytical ability.
",3.9
3418,"New Delhi, Delhi",Digital Business-Strategy Consultant,IBM,Full-time,"
As a Strategy Consultant at IBM, you will help reinvent businesses and industries by developing and utilizing specialized knowledge of industry-specific and…
",3.9
3419,"Chennai, Tamil Nadu",Manager - Lease Abstraction,IBM,Full-time,"
To think along with clients and sell.
As Lease Abstraction Specialist you are expected to comprehend, analyze, and accurately interpret various types of lease…
",3.9
3420,Remote,React Native Developer,SynergyLabs,"₹8,00,000 a yearFull-timeDay shift","
The Artificial Intelligence, Computer Vision, Machine Learning and Deep Learning Systems that we implement are proactively aligned with the latest industry…
",
3421,"Hyderabad, Telangana+7 locations",newData Engineer: Big Data,IBM,Full-time,"
To think along with clients and sell.
Be involved in data engineering activities like Creating pipelines / workflows for Source to Target etc.
",3.9
3422,"Mumbai, Maharashtra",Engineering Manager/Sr. Engineering Manager,Upstox,Full-time,"
§ We are looking for a Talented Leader who will be responsible for leading a group of talented technical individuals to build scalable, and secure products.
",
3423,"Bengaluru, Karnataka",Fintech Business Development Manager - India,AISPL - Karnataka,Full-time,"
Experience working with or selling to companies in the blockchain/digital assets space.
10+ years of business experience in financial services including…
",3.5
3424,Remote,"Remote Blockchain Developer (Ethereum, Rust, and Solidity)",Turing,Full-timeFlexible shift,"
1+ years of blockchain experience at a fintech company.
Design, implement, and support distributed blockchain-based network.
Expertise in Rust is required.
",
3425,"Mumbai, Maharashtra",India Market Unit - S&C Industry X (Natural Resources) - 07,Accenture,Full-time,"
Understand the client’s business, priorities and leadership agenda.
Managing client relationships and providing industry insight and experience across the Metal…
",4.0
3426,"Delhi, Delhi",Java Full Stack Developer,InnovationM,"₹6,00,000 - ₹15,00,000 a yearFull-timeFlexible shift +1","
3-5 Years of relevant experience.
Strong organizational and project management skills.
Proficiency with server-side languages such as Java programming and core…
",
3427,"Bengaluru, Karnataka",newHardware Designer,IBM,Full-time,"
Understand the design specification and Power management concepts.
Develop skills in IBM Functional verification tools and apply them successfully.
",3.9
3428,"Bengaluru, Karnataka",newPackage Consultant: Microsoft Dynamics 365 Finance & Operati...,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9
3429,"Kochi, Kerala",XR Visualization Developer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3430,"Hyderabad, Telangana",Tableau Reports Developer - Immediate joiner Preferred - P35...,Nisum,Full-time,"
4 - 7 years of Tableau experience.
Strong SQL and knowledge on PLSQL.
Should have hands on other than Tableau (Power BI / MSTR / Looker).
",3.9
3431,"Hyderabad, Telangana",Datastage Developer,Nisum,Full-time,"
Design and develop the system components for the extract and transform or conversion of data from various source systems to the target applications;
",3.9
3432,"Hyderabad, Telangana",Oracle Financials Cloud Technology Consulting Practitioner,Accenture,Full-time,"
Project Role Description :Advises, leads and works on high impact activities within the systems development lifecycle,and provides advisory work for the IT…
",4.0
3433,"Bengaluru, Karnataka+2 locations",newApplication Consultant: Site Reliability,IBM,Full-time,"
IBM Application Consultants work directly with our clients on key initiatives.
You will have the opportunity to build an in-depth understanding of their…
",3.9
3434,Remote in India,Pre-Sales Consultant,TheAppLabb,Full-time,"
Prepare Proposals as a response to RFPs and estimation requests.
Prepare Pitches and Proposals for unsolicited deals.
Attend meetings with potential clients.
",
3435,"Bengaluru, Karnataka",newContent Developer,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3436,"Noida, Uttar Pradesh",Blockchain Instructor/Consultant,Umenit,,"
The purpose of this position is to perform a variety of professional level administrative and technical work in managing the planning, design and implementation…
",
3437,"Bengaluru, Karnataka",newSoftware Development Engineer in Test[SDET]- ISL Security-Ma...,IBM,Full-time,"
You have developed strategies and long-term plans for researching new or projected operating systems and complete software architecture and provided…
",3.9
3438,Remote,Product Manager,netObjex,Full-time,"
NetObjex’s Matrix Digital Asset as-a Service (DAaaS) platform enables enterprises to manage digital assets by unlocking liquidity, detecting counterfeit goods,…
",
3439,"Kolkata, West Bengal+2 locations",newPackage Consultant: Industry Packages,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9
3440,"Remote in Patel Nagar, Delhi, Delhi",Graphics Designer ( Social Media ),Zuvomo,"₹25,000 - ₹30,000 a monthFull-time +1Morning shift","
Internship or full time: Full time.
Create designs that inspire & revolutionize the fintech industry.
Ideal candidate should be a design pro proficient in video…
",
3441,"Hyderabad, Telangana",Product Operations Specialist,[x]cube LABS,,"
Primary ownership includes real-time maintenance of blockchain inventory on an e-commerce platform, alongside resolving related user queries/ concerns within…
",
3442,Remote,Polygon Studios Marketing,Polygon,Full-time,"
Drive the media strategy and execute PR campaigns including frequent media alert push.
Develop social channels growth in terms of follower & engagement.
",
3443,India,In-game Operation Manager,Helius Technologies,,"
Being responsible for top games performance metrics.
Build strong relationships with players across channel.
Work closely with the gaming developer, guilds and…
",
3444,"Mohali, Punjab",Opening for Freshers & Interns,Brisk Logic Pvt. Ltd.,Full-time +1Morning shift,"
Willing to out-show your coding and/or low-coding talents, get trained under expert developers and work on live projects.
",4.5
3445,"Bengaluru, Karnataka",newPhysical design engineer,IBM,Full-time,"
Responsible for high performance microprocessor blocks RTL to GDSII implementation.
Perform block level synthesis, floor planning, placement and routing.
",3.9
3446,"Bengaluru, Karnataka",newRecruiting Specialist,IBM,Full-time,"
To think along with clients and sell.
Engage with Client Managers and Business Unit Leaders to define, build and document hiring forecasts.
",3.9
3447,"Bengaluru, Karnataka",newAssociate Engineer (Networking),Collins Aerospace,Full-time,"
We are looking for a Network Administrator to maintain a reliable, secure and efficient data communications network.
",3.6
3448,"Remote in Bengaluru, Karnataka",Marketing Manager (Remote),Sperax,Full-time,"
Sperax’s roadmap is to construct a full-stack Defi ecosystem based on USDs.
At least 3 years of experience in digital marketing and branding in tech startups.
",
3449,"Bengaluru, Karnataka",newPackage Consultant: JD Edwards Manufacturing,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9
3450,Remote,Website Manager- Hubspot,Nisum,"₹12,00,000 - ₹20,00,000 a yearFull-time","
Continuous Learning - Year-round training sessions are offered as part of skill enhancement certifications sponsored by the company on an as need basis.
",3.9
3451,"Bengaluru, Karnataka",newIBM Tech Re-Entry Professional - Finance and Administration...,IBM,Full-timeFlexible shift,"
As Professional (Lead) – Procure to Pay (P2P), you are responsible for invoice processing, vendor master management, Query resolution, indexing and Invoice…
",3.9
3452,"Bengaluru, Karnataka",Supply chain Manager - Metaverse,Accenture,Full-time,"
Experience with blockchain or distributed ledgers.
You have excellent interpersonal, communication and listening skills.
",4.0
3453,"Kanpur, Uttar Pradesh",Blockchain developer,Real victory groups,,"
Company uses blockchain-based ledgers, identify solutions, custom tokens and smart contracts for building decentralize system in an enterprise.
",
3454,"Kochi, Kerala",newSoftware Engineering Manager,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3455,India,Blockchain Developer,Konjoin Technologies,,"
Deep understanding of blockchain logic.
Experience with blockchain and security protocols is a must.
Contribution to Open Source blockchain projects is a major…
",
3456,"Gurgaon, Haryana+1 location",newTest Specialist: Packages,IBM,Full-time,"
As a Test Specialist at IBM, your analytical and technical skills will directly impact the quality of the software we create.
",3.9
3457,"Bengaluru, Karnataka",Python Developer,Knowledge Lens,,"
Expertise in minimum one popular Python framework (like Flask, Tornado).
Knowledge of object-oriented programming.
Expertise in developing RESTful web services.
",4.5
3458,"Ahmedabad, Gujarat",newBusiness Development Manager,Yudiz Solutions,Full-time,"
Work on specific new product initiatives and drive the economics, growth, go-to- market and digital acquisition and fulfilment of the product.
",4.1
3459,"Remote in Alwal, Hyderabad, Telangana",newProduct designer (Remote),SwissBorg,Full-time,"
Great understanding of blockchain & crypto, specifically the NFT and web3 spaces.
Build a meaningful community-centric and fun brand.
",
3460,"Hyderabad, Telangana","newAnlyst, Inf Wrkplc Svc",Collins Aerospace,Full-time,"
We are looking for a Network Administrator to maintain a reliable, secure and efficient data communications network.
",3.6
3461,"Bengaluru, Karnataka",Op Model Transformation-Financial Services Industry-Consulta...,Deloitte,,"
Working knowledge of disruptive transformations in FSI (e.g., Digital transformation, branchless banking, robotics & process automation, blockchain, service…
",4.0
3462,"Gurgaon, Haryana+2 locations",Application Developer: Enterprise Asset Management,IBM,Full-time,"
As a Maximo Developer, you will participate in full software development life cycle including requirements analysis, solution design, software development and…
",3.9
3463,"Remote in Bengaluru, Karnataka",Associate Product Manager (Remote),Sperax,Full-time,"
Sperax’s roadmap is to construct a full-stack Defi ecosystem based on USDs.
Build and implement product strategies consistent with the company vision.
",
3464,"Bengaluru, Karnataka",newDesign for Testability Engineer (DFT),IBM,Full-time,"
We are seeking highly motivated engineers with a BS,MS degree in ComputerScience/Comuter Engineering to be part of DFT team.
",3.9
3465,"Gurgaon, Haryana+1 location",Telecom Networking,IBM,Full-time,"
To think along with clients and sell.
As Professionals – In Telecommunication, you are responsible for Design/circuit systems, Internet Provider and ASR (Access…
",3.9
3466,"Bengaluru, Karnataka",Package Finance Consultant - Oracle,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9
3467,"Kochi, Kerala",newStaff Software Engineer - Fullstack,IBM,Full-time,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
3468,"Hyderabad, Telangana+1 location",newApplication Developer: PeopleSoft,IBM,Full-time,"
Defining, analyzing and reviewing technical architecture on force.com platform and coming up with architecture options and recommendations.
",3.9
3469,"Mumbai, Maharashtra",newSocial Media Manager,IAssess Consultants,"₹9,00,000 - ₹12,00,000 a yearFull-timeDay shift","
We are expecting you to be experienced in social media, PR and promotional events.
Ultimately, you should be able to act as the face and voice of our brand and…
",
3470,"Pune, Maharashtra+2 locations",newApplication Developer: Pega,IBM,Full-time,"
Your day in the role will include...
You will design and develop complex BPM/CRM application collaborates with Mainframe, web and client server based legacy…
",3.9
3471,Remote,Content Lead,Polygon,Full-time,"
Familiarity with/interest in blockchain technology, open-source communities, and the Web3 ecosystem.
Produce digital content related to Polygon including…
",
3472,"Remote in Navi Mumbai, Maharashtra",newDigital Marketing part time job/internship at Navi Mumbai,Neubrain Solutions Private,Part-time +2,"
Manage marketing funnels 2.
Work on digital marketing 3.
Perform market analysis and research on the competition 4.
",
3473,"Hyderabad, Telangana",Junior Embedded Engineer,[x]cube LABS,,"
Experience in hands-on development and troubleshooting on embedded targets.
Solid programming experience in C or C++.
Strong documentation and writing skills.
",
3474,"Bengaluru, Karnataka+2 locations",newPackage Consultant: SAP BW HANA Analytics,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9
3475,"Bengaluru, Karnataka",Blockchain Developer,"JPMorgan Chase Bank, N.A.",Full-time,"
As a Full Stack engineer on the Onyx technology team, you will be designing and developing BlockChain based solutions that bridge new and existing capabilities…
",3.8
3476,"Remote in Noida, Uttar Pradesh",newRPA Developer,Gigaforce,,"
Creating and maintaining process flows using UiPath.
Managing all the supporting infra and tools using UiPath.
",
3477,"Bengaluru, Karnataka+2 locations",newBusiness Transformation Consultant: Enterprise Asset Managem...,IBM,Full-time,"
As Business Transformation Consultant, you will be trained and mentored to work in development and support projects of ICO practice.
",3.9
3478,"Kolkata, West Bengal+1 location",Industry Consultant: INDUSTRY.Life Sciences,IBM,Full-time,"
As a Validation Consultant, you are responsible to Lead the envisioned solution conceptualization and design and provide functional inputs as and when required.
",3.9
3479,"Noida, Uttar Pradesh",Manager - FP&A,IBM,Full-time,"
To think along with clients and sell.
As a Manager-FP&A at IBM, you will help transform our clients’ data into tangible business value by applying integrated…
",3.9
3480,"Bengaluru, Karnataka+3 locations",Application Developer: DBMS,IBM,Full-time,"
Performance tunning of Oracle Database.
Analyze AWR, ADDM, ASH reports and provide analytical reports.
Hands on Oracle RAC & data guard, OLTP environment.
",3.9
3481,"Mysore, Karnataka",newPackage Specialist: SAP Security,IBM,Full-time,"
As an Application Package Specialist, you'll help clients in the selection, implementation, and production support of application packaged solutions.
",3.9
3482,"Mumbai, Maharashtra",newTurbonomic NPM Sales,IBM,Full-time,"
To think along with clients and sell.
The Turbonomic Brand Sales Specialist will be directly responsible for driving client-facing sales and client engagement…
",3.9
3483,"Indore, Madhya Pradesh",Business Development Executive,Quest Global Technologies Ltd.,"₹15,000 - ₹30,000 a monthFull-timeDay shift","
Developing growth strategies and plans.
Managing and retaining relationships with existing clients.
Identifying and mapping business strengths and customer…
",
3484,"Bengaluru, Karnataka+3 locations",newApplication Developer: Mobile Android,IBM,Full-time,"
Envision how people experience products and bring that vision to life in a way that feels inspired, refined and magical.
",3.9
3486,"Mumbai, Maharashtra",Business Development Executive - Pharma,IBM,Full-time,"
To think along with clients and sell.
They develop extensive executive and senior management relationships with customers in the Pharma industry.
",3.9
3487,"San, Himachal Pradesh",Business Development Manager,[x]cube LABS,,"
Successful background in selling SAAS solutions or technology consulting services to clients in the US geography.
",
3488,Remote in India,newNOC Engineer,SRIJAN TECHNOLOGIES,Full-timeNight shift +1,"
The ideal candidate should have strong concepts in Linux / Unix, network & database and should have strong troubleshooting skills.
",3.9
3489,"Noida, Uttar Pradesh",newSolidity Developer,Lapits Technologies,,"
More than 1 year of experience in blockchain technology development.
Understanding Ethereum blockchain and DAPP architecture & familiar with Web3 and Geth.
",
3490,"Chennai, Tamil Nadu",Telecaller English - female,BIOVUS BLOCKCHAIN TECHNOLOGIES PRIVATE LTD,"₹8,000 - ₹15,000 a monthFull-timeMorning shift +3","
Job Types: Full-time, Regular / Permanent.
Higher Secondary(12th Pass) (Preferred).
Technical support: 1 year (Preferred).
Tele sales: 1 year (Preferred).
",
3491,"Remote in Mumbai, Maharashtra",Front End Web Developer,Defacto Technologies Pvt Ltd,"₹4,00,000 a yearFull-timeMorning shift","
Proficient with React Native/ React JS.
Ability to write well-documented and clean Javascript, Python and Java code.
Good Analytical and Problem Solving Skills.
",
3492,"Remote in Bengaluru, Karnataka",DevOps Engineer,Belfrics Technologies,Full-time,"
Working experience in devops lifecycle for blockchain projects is a huge plus .
Technical experience or in a similar role supporting large scale production…
",
3493,"Remote in Karnal, Haryana",newNode js developer (Remote / Immediate joining),Hcode Technologies,"₹6,00,000 - ₹18,00,000 a yearPart-time +1Day shift","
Job Type: * Full-time (This is *not a Part time role*.
We are seeking a Node.js Developer who’ll be responsible for the design, development, modification,…
",5.0
